,ID карточки,ID товара:,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Переводчик,Редактор,Рейтинг,Серия,Тип обложки,Тираж,Формат,Художник,Цена,Обложка
402,856230,2483548,9785699832262,Емец Д.,12+,2015,0,Эксмо,320,Город динозавров,,,0,Здесь водятся динозавры,Твердая бумажная,3000,22 x 14.3 x 2,,285,https://img-gorod.ru/upload/iblock/0af/0afd1ad17c18367fee0382e5f5246914.jpg
403,859271,2486179,9785699816378,Емец Д.,12+,2015,8,Эксмо,384,Таня Гроттер и магический контрабас,,,3,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,21.8 x 14.5 x 2.2,,354,https://img-gorod.ru/upload/iblock/e7c/e7cafb2e318f67a45780cc180b39f58e.jpg
404,859272,2486180,9785699816439,Емец Д.,12+,2015,1,Эксмо,352,Таня Гроттер и Золотая Пиявка,,,3,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,21.8 x 14.5 x 2.2,,354,https://img-gorod.ru/upload/iblock/4bb/4bb6a09b2934b6c89735595468f1e780.jpg
405,859273,2486181,9785699816392,Емец Д.,12+,2015,3,Эксмо,352,Таня Гроттер и Исчезающий Этаж,,,4,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,21.8 x 14.5 x 2.2,,354,https://img-gorod.ru/upload/iblock/866/866db1e1482d928db77cdd68e0bfe0c2.jpg
406,866062,2490750,9785699816873,Емец Д.,12+,2015,1,Эксмо,352,Таня Гроттер и трон Древнира,,,3,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,21.8 x 14.1 x 2.2,,354,https://img-gorod.ru/upload/iblock/3d1/3d14b3b98f26295036285eee92f6e5a2.jpg
407,874517,2498593,9785699847600,Емец Д.,6+,2016,0,Эксмо,240,День карапузов,,,0,Моя большая семья,Твердая бумажная,5000,21.7 x 16.6 x 2,,389,https://img-gorod.ru/upload/iblock/f90/f90c98caa9ac4c75bb1a9ac63b0a2f84.jpg
408,874518,2498594,9785699849901,Емец Д.,,2016,0,Эксмо,240,День карапузов,,,0,Моя большая семья,Твердая бумажная,5000,21.7 x 16.6 x 2,,389,https://img-gorod.ru/upload/iblock/020/0206dd1174717cec9547b9668285482e.jpg
409,874523,2498599,9785699835874,Емец Д.,16+,2016,0,Эксмо,416,Таня Гроттер и посох волхвов,,,0,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,21.7 x 14.4 x 2.6,,327,https://img-gorod.ru/upload/iblock/036/0363568eff4b5b285a2e1fee321fa59e.jpg
410,878449,2501341,9785699835867,Емец Д.,16+,2016,0,Эксмо,352,Таня Гроттер и молот Перуна,,,0,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,4000,21.8 x 14.3 x 2.3,,368,https://img-gorod.ru/upload/iblock/84e/84ebdf3892930c522aad8509f5372585.jpg
411,887009,2507692,9785699844418,Емец Д.,16+,2016,0,Эксмо,384,Таня Гроттер и пенсне Ноя,,,0,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,4000,21.7 x 14.4 x 2.3,,368,https://img-gorod.ru/upload/iblock/03d/03df85ba04299caef42cc90b29f323c2.jpg
412,887823,2508486,9785699840465,Емец Д.,16+,2016,1,Эксмо,416,Таня Гроттер и ботинки кентавра,,,3,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14.3 x 2.3,,327,https://img-gorod.ru/upload/iblock/f95/f956b5e2f0b23b975da2a3ae232d204d.jpg
413,899097,2517466,9785699845521,Емец Д.,16+,2016,1,Эксмо,416,Таня Гроттер и колодец Посейдона,,,3,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,4000,21.8 x 14.3 x 2.3,,327,https://img-gorod.ru/upload/iblock/f96/f9658455e9c9612825c18c2a4dc1fcb7.jpg
414,899624,2518066,9785699889174,Емец Д.,16+,2016,1,Эксмо,480,Мефодий Буслаев. Самый лучший враг,,,5,Мефодий Буслаев,Твердая глянцевая,15000,20.6 x 13.2 x 3,,341,https://img-gorod.ru/upload/iblock/515/515a81b7b23b1cb7b8bdee5c1db9593d.jpg
415,899976,2518165,9785699845538,Емец Д.,16+,2016,0,Эксмо,352,Таня Гроттер и локон Афродиты,,,0,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,3000,21.6 x 14.3 x 2,,368,https://img-gorod.ru/upload/iblock/d46/d46527252145654635183f3694bcc86d.jpg
416,906674,2525237,9785699845552,Емец Д.,16+,2016,2,Эксмо,384,Таня Гроттер и перстень с жемчужиной,,,5,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14 x 2,,327,https://img-gorod.ru/upload/iblock/fa8/fa8d37752be28ab41ff365cc33f4c2b1.jpg
417,912049,2529655,9785699845569,Емец Д.,16+,2016,1,Эксмо,400,Таня Гроттер и проклятие некромага,,,4,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14 x 2.1,,327,https://img-gorod.ru/upload/iblock/35b/35b35d2a7b69d68af85165dd2b113913.jpg
418,926308,2545413,9785699845583,Емец Д.,16+,2016,0,Эксмо,368,Таня Гроттер и болтливый сфинкс,,,0,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,4000,22 x 14 x 2,,327,https://img-gorod.ru/upload/iblock/08b/08bcd5f1b3e02e1ff7789c59acc0fd6f.jpg
419,930743,2549924,9785353078968,Емец Д.,12+,2016,0,Росмэн,144,Древняя Русь. История в рассказах для школьников,,,0,,Твердая глянцевая,7000,22.3 x 16.7 x 1.4,,259,https://img-gorod.ru/upload/iblock/646/646cb4766ed7e8fd29efe6a315a7bc32.jpg
420,938933,2557880,9785699845590,Емец Д.,16+,2016,0,Эксмо,432,Таня Гроттер и птица титанов,,Суворова Т.,0,Таня Гроттер. Легендарное детское фэнтези,Твердая бумажная,4000,22 x 14.5 x 2.5,,327,https://img-gorod.ru/upload/iblock/711/71192278dfd80542605fd46a06592f80.jpg
421,949199,2566515,9785699899852,Емец Д.,12+,2017,4,Эксмо,416,Маг полуночи,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,5000,21.8 x 14.2 x 2.3,,368,https://img-gorod.ru/upload/iblock/2ff/2ff209ecc2b502f278a81af43d4d8c6b.jpg
422,950639,2567167,9785699925131,Емец Д.,6+,2017,1,Эксмо,240,Таинственный Ктототам,,,5,Моя большая семья,Твердая бумажная,4000,21.5 x 16.5 x 1.3,,409,https://img-gorod.ru/upload/iblock/58d/58d206997098e060db27d69ed95f9944.jpg
423,950640,2567168,9785699925124,Емец Д.,6+,2017,0,Эксмо,240,Таинственный Ктототам,,,0,Моя большая семья,Твердая бумажная,5000,21.6 x 16.5 x 1.6,,409,https://img-gorod.ru/upload/iblock/bea/beaa84d59a98b5124861225cffea31d2.jpg
424,951618,2567798,9785699899883,Емец Д.,12+,2017,3,Эксмо,416,Свиток желаний,,,4,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14.5 x 2.5,,342,https://img-gorod.ru/upload/iblock/ba0/ba0adfc5f08a2ca78030435d94c7c25b.jpg
425,961813,2577128,9785699899906,Емец Д.,12+,2017,1,Эксмо,384,Третий всадник мрака,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,5000,21.8 x 14.4 x 2.2,,327,https://img-gorod.ru/upload/iblock/ecb/ecb1c3a63bf6b4e1a5c63563cdcf7f32.jpg
426,967444,2581615,9785699954827,Емец Д.,16+,2017,7,Эксмо,384,Седло для дракона. Школа ныряльщиков,,Суворова Т.,4,Школа ныряльщиков (Шныр),Твердая бумажная,7000,20.6 x 13 x 2.2,,350,https://img-gorod.ru/upload/iblock/3a6/3a65197c171d1de0bba6f0474744e3d3.jpg
427,968804,2582361,9785699928835,Емец Д.,12+,2017,1,Эксмо,416,Билет на Лысую Гору,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14.3 x 2.4,,342,https://img-gorod.ru/upload/iblock/077/077ae3fccf36c115884afd2f8b38e434.jpg
428,982664,2592319,9785699911554,Емец Д.,12+,2017,1,Эксмо,416,Месть валькирий,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14.5 x 2.5,,327,https://img-gorod.ru/upload/iblock/30f/30f5506ad9bfe7ff2bedafbc7e9b5ba6.jpg
429,993386,2600330,9785699913411,Емец Д.,12+,2017,0,Эксмо,400,Тайная магия Депресняка,,,0,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,5000,22 x 14.5 x 2.3,,342,https://img-gorod.ru/upload/iblock/569/569e7c6ba6e4366632f795afc1f4785b.jpg
430,996817,2603427,9785699984985,Емец Д.,16+,2017,5,Эксмо,448,Цветок Трех Миров,,,5,"Детск. Школа ныряльщиков (Шныр, новый суперпроект Д. Емца)",Твердая бумажная,7000,20.5 x 13 x 2.5,,350,https://img-gorod.ru/upload/iblock/256/2569bcd6fda727f201709ce47f30afbc.jpg
431,1002042,2607833,9785699973705,Емец Д.,12+,2017,0,Эксмо,416,Лед и пламя Тартара,,Суворова Т.,0,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,4000,21.8 x 14.5 x 2.5,,342,https://img-gorod.ru/upload/iblock/2da/2dacc6865a5743a87ebbd516d7ac59be.jpg
432,1006687,2611099,9785699973712,Емец Д.,12+,2017,0,Эксмо,416,Первый эйдос,,,0,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,4000,21.2 x 13.5 x 2.3,,342,https://img-gorod.ru/upload/iblock/dc4/dc4ba54d042e9ef7573a186b90c0d205.jpg
433,1013561,2616369,9785699973729,Емец Д.,12+,2017,1,Эксмо,416,Светлые крылья для темного стража,,"Лутикова И., Остроумова Е.",5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,3000,22 x 14.4 x 2.5,,342,https://img-gorod.ru/upload/iblock/644/644330d7e0e3800620bc09857e2ee61e.jpg
434,1027390,2629406,9785699973750,Емец Д.,16+,2018,0,Эксмо,432,Лестница в Эдем,,,0,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,3000,21.9 x 14.2 x 2.7,,327,https://img-gorod.ru/upload/iblock/629/629083b61748ce730ba62f0975aa1146.jpg
435,1034642,2636309,9785699973767,Емец Д.,12+,2018,1,Эксмо,400,Карта хаоса,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,3000,21.8 x 14.4 x 2.4,,327,https://img-gorod.ru/upload/iblock/5e5/5e54efbedd375f350b89bd0ad2fa916a.jpg
436,1044041,2644279,9785699973774,Емец Д.,12+,2018,1,Эксмо,416,Ожерелье дриады,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,2500,21.9 x 14.5 x 2.4,,327,https://img-gorod.ru/upload/iblock/c4a/c4aa7478cadd0cc5d8ed8e130b3fa03a.jpg
437,1062116,2662062,9785699973781,Емец Д.,12+,2018,0,Эксмо,416,Стеклянный страж,,,0,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,2000,21.8 x 14.2 x 2.4,,327,https://img-gorod.ru/upload/iblock/b05/b05cc447e7192d2aa49562f0bef0cca1.jpg
438,1064110,2664251,9785040916658,Емец Д.,6+,2018,1,Эксмо,272,Золото скифов,,,5,,Твердая бумажная,5000,21.8 x 14.7 x 1.8,,285,https://img-gorod.ru/upload/iblock/793/793a00263ad6663ba00424be95f70949.jpg
439,1077060,2678300,9785040899456,Емец Д.,12+,2018,1,Эксмо,432,Танец меча,,,5,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,2000,21.8 x 14.4 x 2.3,,342,https://img-gorod.ru/upload/iblock/0f0/0f0fe10bf80564e135f5bd7f405f499c.jpg
440,1091278,2698042,9785040899463,Емец Д.,12+,2018,0,Эксмо,432,Огненные Врата,,,0,Мефодий Буслаев. Легендарное детское фэнтези,Твердая бумажная,2500,21.8 x 14.3 x 2.3,,342,https://img-gorod.ru/upload/iblock/cd9/cd92a7461884871ee78978972755dfd7.jpg
