,ID карточки,ID товара:,ISBN,Автор,Возраст,Год издания,Голоса,Издательство,Кол-во страниц,Название,Переводчик,Редактор,Рейтинг,Серия,Тип обложки,Тираж,Формат,Художник,Цена,Обложка
311,327708,2254143,9785699426546,Емец Д.,,2010,1,Эксмо,384,У входа нет выхода,,Кузнецова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,,21 x 13.3 x 2.8,,287,https://img-gorod.ru/upload/iblock/72b/72bd70264c0f4fd9e0ebb681fa5d49ef.jpg
312,327925,2254732,9785699448524,Емец Д.,,2010,0,Эксмо,352,Мефодий Буслаев Свиток желаний,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.3 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/0ff/0ff8854a22646ae00832e2b2d348be0b.jpg
313,330801,2259410,9785699456970,Емец Д.,,2010,0,Эксмо,280,Приключения домовят,,Кузнецова Т.,0,,Твердая бумажная,,26.5 x 20.6 x 2.2,Тимофеева В.,Не указана,https://img-gorod.ru/upload/iblock/872/872b7f0f2d0e24dd6dd4f5a727e32c77.jpg
314,332181,2261631,9785699461615,Емец Д.,,2011,1,Эксмо,352,Мефодий Буслаев Билет на Лысую Гору,,Кузнецова Т.,4,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.3 x 2.3,,198,https://img-gorod.ru/upload/iblock/215/2156d38d02b588e3be2c3c6f5999a559.jpg
315,332377,2261974,9785699462094,Емец Д.,,2011,0,Эксмо,160,Черная-черная простыня,,Кузнецова Т.,0,Лучшая книга ужасов,Твердая бумажная,,18.5 x 13.5 x 1.5,,Не указана,https://img-gorod.ru/upload/iblock/910/910ece3213ed4b477c08f40df5c4eefc.jpg
316,333663,2263800,9785699465651,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и магический контрабас,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2.2,,Не указана,https://img-gorod.ru/upload/iblock/fd2/fd2e5c3783d04e1726d3a64b476cd2c6.jpg
317,333965,2264147,9785699465668,Емец Д.,,2011,0,Эксмо,352,Мефодий Буслаев Светлые крылья для темного стража,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21.1 x 16.3 x 2.1,,Не указана,https://img-gorod.ru/upload/iblock/1a7/1a78caffd10f190b6258937a5ecc28a5.jpg
318,334853,2265331,9785699472277,Емец Д.,,2011,0,Эксмо,352,Мефодий Буслаев Лестница в Эдем,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2,,Не указана,https://img-gorod.ru/upload/iblock/67e/67ea23c31012ac7fd935627fc331344f.jpg
319,335514,2266184,9785699444083,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и Исчезающий Этаж,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2,,Не указана,https://img-gorod.ru/upload/iblock/83c/83c59a2e24a07857ef5db4e79df05f58.jpg
320,335655,2266342,9785699475452,Емец Д.,,2011,0,Эксмо,384,Мефодий Буслаев Танец меча,,Кузнецова Т.,0,Мефодий Буслаев,Твердая глянцевая,,20.5 x 13.5 x 2.5,,303,https://img-gorod.ru/upload/iblock/b3e/b3ed84f2cc3bbdad98ce99bf4c847da6.jpg
321,338788,2270800,9785699478552,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и Золотая Пиявка,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.2 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/7e2/7e289045038450322f4ef893e0a9f8cc.jpg
322,342442,2276231,9785699488117,Емец Д.,,2011,0,Эксмо,352,Таня Гроттер и трон Древнира,,Кузнецова Т.,0,Таня Гроттер&Мефодий Буслаев,Мягкая бумажная,,21 x 16.5 x 2.4,,Не указана,https://img-gorod.ru/upload/iblock/ff6/ff6bb56b7a7590836c0dfd13b2bb945a.jpg
323,347066,2282957,9785699492558,Емец Д.,,2011,0,Эксмо,288,Приключения домовят,,Кузнецова Т.,0,,Твердая глянцевая,,24.3 x 17 x 2.3,Тимофеева В.,Не указана,https://img-gorod.ru/upload/iblock/dc2/dc2fd086c1b2dbf910f0f122b20d2d1f.jpg
324,347723,2283918,9785699494309,Емец Д.,,2011,1,Эксмо,384,Мост в чужую мечту,,Суворова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,,20.8 x 13.5 x 2.2,,Не указана,https://img-gorod.ru/upload/iblock/f1b/f1bed260a79a2c6a3e766c4e813004ff.jpg
325,350534,2315376,9785699556045,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и ботинки кентавра,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.2,,277,https://img-gorod.ru/upload/iblock/e73/e73971c5393443ad452a82b5ca515ecc.jpg
326,350828,2315643,9785699568260,Емец Д.,,2012,0,Эксмо,352,Планета Черного Императора,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3000,20.5 x 13 x 1.8,,Не указана,https://img-gorod.ru/upload/iblock/7f1/7f1b285a93364474fedf7d35f0eda30a.jpg
327,354193,2318062,9785699566921,Емец Д.,,2012,0,Эксмо,432,Таня Гроттер и колодец Посейдона,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3100,20.5 x 13 x 3,,287,https://img-gorod.ru/upload/iblock/372/37249d806fbbc5fcc3c7faf70512442f.jpg
328,354194,2318063,9785699556014,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и пенсне Ноя,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2,,251,https://img-gorod.ru/upload/iblock/670/670e21e95b71cb026fa3ffc1cf54ecdf.jpg
329,354502,2318493,9785699571734,Емец Д.,,2012,0,Эксмо,352,Месть мертвого Императора,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3000,20.5 x 13 x 1.6,,Не указана,https://img-gorod.ru/upload/iblock/a31/a3124df883a024b116047e82931c530e.jpg
330,359086,2300447,9785699539215,Емец Д.,,2012,0,Эксмо,352,Сокровища мутантиков,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,,20.5 x 13 x 2.1,,Не указана,https://img-gorod.ru/upload/iblock/c14/c1460185acd46d9d9a224394db962e94.jpg
331,362179,2324246,9785699578696,Емец Д.,,2012,0,Эксмо,432,Таня Гроттер и локон Афродиты,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/1da/1da16676b1570c7cafdfa5e78589d81e.jpg
332,367704,2330267,9785699590261,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и проклятие некромага,,,0,Таня Гроттер,Твердая бумажная,3100,20.7 x 13 x 3,,Не указана,https://img-gorod.ru/upload/iblock/c95/c956b54a80bb8f10cbb8c3d8a1fe2ab3.jpg
333,367823,2330493,9785699590285,Емец Д.,,2012,1,Эксмо,384,Стрекоза второго шанса,,Суворова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,15000,20.5 x 13 x 2.8,,303,https://img-gorod.ru/upload/iblock/0d0/0d03f2a36a00f213e6cb9f6ef9d3255f.jpg
334,369201,2325492,9785699582556,Емец Д.,,2012,0,Эксмо,416,Таня Гроттер и перстень с жемчужиной,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/aa5/aa537ab8be1b576bc34e9c6f86372bf1.jpg
335,371613,2335430,9785699595310,Емец Д.,,2012,0,Эксмо,352,Таня Гроттер и болтливый сфинкс,,Суворова Т.,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/b43/b43059b1b1f69fdefbe6ce61083fab35.jpg
336,371884,2336193,9785699524464,Емец Д.,,2012,0,Эксмо,192,"С Новым годом, Снеговик!",,Суворова Т.,0,,Твердая бумажная,5000,26.4 x 20.3 x 1.7,Тимофеева Виктория,Не указана,https://img-gorod.ru/upload/iblock/ccc/ccc543a400a3b07be7ebc67b32f2c202.jpg
337,374983,2339995,9785699610877,Емец Д.,,2013,0,Эксмо,416,Таня Гроттер и магический контрабас,,,0,Таня Гроттер,Твердая бумажная,3000,20.6 x 13.2 x 3,,Не указана,https://img-gorod.ru/upload/iblock/562/56228d7c87968b8a7a8bc326b3782c5c.jpg
338,378679,2343736,9785699605941,Емец Д.,12+,2012,0,Эксмо,304,Пришельцы из холодильника,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3100,20.6 x 13 x 2.2,,Не указана,https://img-gorod.ru/upload/iblock/7c1/7c1663dda8dc7f5183e918bb797df589.jpg
339,380237,2344643,9785699616350,Емец Д.,,2013,0,Эксмо,416,Таня Гроттер и Исчезающий Этаж,,,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.8,,Не указана,https://img-gorod.ru/upload/iblock/b10/b10192d90d9b396faa8be4530f9b7a11.jpg
340,382060,2345987,9785699621651,Емец Д.,12+,2013,0,Эксмо,384,Таня Гроттер и золотая пиявка,,,0,Таня Гроттер,Твердая бумажная,3000,20.5 x 13 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/7a0/7a05e0aa8da211e29a5c9d1abba1d131.jpg
341,383626,2347400,9785699597697,Емец Д.,12+,2013,0,Эксмо,480,Великое нечто,,,0,Фантастические приключения,Твердая глянцевая,3100,20.6 x 13 x 3.2,,Не указана,https://img-gorod.ru/upload/iblock/f72/f72e565b78c2ea2ab012ec4e0f953fda.jpg
342,392068,2349868,9785699628902,Емец Д.,12+,2013,0,Эксмо,432,Таня Гроттер и трон Древнира,,,0,Таня Гроттер,Мягкая бумажная,3000,20.5 x 13 x 3,,Не указана,https://img-gorod.ru/upload/iblock/839/83931d8ca47ec5c3cd395dc92cd1b271.jpg
343,398918,2350036,9785699629978,Емец Д.,12+,2013,1,Эксмо,416,Мефодий Буслаев. Книга Семи Дорог,,Суворова Т.,5,Мефодий Буслаев,Твердая глянцевая,20000,20.5 x 13 x 2.8,,Не указана,https://img-gorod.ru/upload/iblock/3c2/3c23bb693e2539b896ccc15f47cb1f20.jpg
344,402196,2354878,9785699636907,Емец Д.,12+,2013,0,Эксмо,240,Город динозавров,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4100,21.7 x 14.3 x 1.8,,Не указана,https://img-gorod.ru/upload/iblock/e76/e76a510f401cfe61ef772c0e1cbf7ec3.jpg
345,405261,2356577,9785699609406,Емец Д.,12+,2013,0,Эксмо,352,Звездолет из каменного века,,Суворова Т.,0,Фантастические приключения,Твердая глянцевая,3500,20.5 x 12.8 x 2.2,,Не указана,https://img-gorod.ru/upload/iblock/285/285ef429e21ce335da45df67e0421a18.jpg
346,415924,2105877,5699192131,Емец Д.,,2006,0,Эксмо,416,Вселенский неудачник,,,0,Хулиганское фэнтези Д. Емеца,Твердая глянцевая,,20.7 x 13.5 x 2.6,,Не указана,https://img-gorod.ru/upload/iblock/511/511e639160a17e3a86d60a56178c82a0.jpg
347,418433,2114041,9785699206162,Емец Д.,,2007,0,Эксмо,256,Мефодий Буслаев Стражи мрака зажигают,,,0,,Твердая бумажная,,18.3 x 13.2 x 2,,Не указана,https://img-gorod.ru/upload/iblock/21a/21a3f1a9aec5f2303a8bcf4eabe96544.jpg
348,420649,2122870,9785699217861,Емец Д.,,2007,0,Эксмо,352,Сокровища мутантиков,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.6 x 13.4 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/5c5/5c59b16ae282d0df38679c715d4cabc9.jpg
349,426432,2146052,9785699248971,Емец Д.,,2007,0,Эксмо,384,Таня Гроттер и Мефодий Буслаев Улетные фразочки цитатки…,,,0,,Твердая бумажная,,19.8 x 12.3 x 2.9,,Не указана,https://img-gorod.ru/upload/iblock/bd6/bd69684161df0e0fba48ee9934b8d888.jpg
350,430597,2159095,9785699277193,Емец Д.,,2008,0,Эксмо,416,Таня Гроттер и пенсне Ноя,,,0,Таня Гроттер,Твердая глянцевая,,20.7 x 13.5 x 3.2,,Не указана,https://img-gorod.ru/upload/iblock/15d/15da79998ba4cdcf5bd019e5416b5a8d.jpg
351,430981,2160704,9785699277179,Емец Д.,,2008,0,Эксмо,432,Таня Гроттер и трон Древнира,,,0,Таня Гроттер,Твердая глянцевая,,20.8 x 13.5 x 3.2,,Не указана,https://img-gorod.ru/upload/iblock/725/725248314a4cdfbdc960980e76f0da42.jpg
352,434605,2176647,9785699301973,Емец Д.,,2008,0,Эксмо,320,Тайна Звездного странника,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 1.9,,96,https://img-gorod.ru/upload/iblock/03c/03c6e2f70b124327531b4dbd717414d1.jpg
353,435189,2179116,9785699307227,Емец Д.,,2008,1,Эксмо,416,Мефодий Буслаев Карта Хаоса,,,5,Мефодий Буслаев,Мягкая бумажная,,20.7 x 13.9 x 3.1,,Не указана,https://img-gorod.ru/upload/iblock/4c9/4c972031aea48ba6990e4031800b3145.jpg
354,436749,2185110,9785699325450,Емец Д.,,2009,0,Эксмо,352,Планета Черного Императора,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.6 x 2,,Не указана,https://img-gorod.ru/upload/iblock/ad3/ad3e0abbb880da1a3b30e000cffc3128.jpg
355,439140,2196985,9785699332168,Емец Д.,,2009,0,Эксмо,416,Месть мертвого Императора Звездолет из каменного века,,,0,Большая книга фантастических приключений,Твердая бумажная,,22 x 14.5 x 3,,Не указана,https://img-gorod.ru/upload/iblock/634/63420ab9d4ff2f2ed87540c6d44b73d0.jpg
356,439758,2198948,9785699335350,Емец Д.,,2009,1,Эксмо,416,Мутантики Королева мутантиков,,,5,Большая книга фантастических приключений,Твердая бумажная,,22 x 14.6 x 3,,Не указана,https://img-gorod.ru/upload/iblock/231/2319580d6b4786240759ed5207554d22.jpg
357,440667,2201663,9785699349357,Емец Д.,,2009,0,Эксмо,416,Сокровища мутантиков Колесница призраков,,,0,Большая книга фантастических приключений,Твердая бумажная,,22 x 15 x 3,,Не указана,https://img-gorod.ru/upload/iblock/aae/aae5e11a2cde58730be062661098e24b.jpg
358,441311,2203916,9785699356102,Емец Д.,,2009,1,Эксмо,352,Город динозавров Пришельцы из холодильника,,,5,Большая книга фантастических приключений,Твердая бумажная,,22 x 14.6 x 2.8,,Не указана,https://img-gorod.ru/upload/iblock/fe7/fe725c2f9d3d96692793d681cf0f272d.jpg
359,444874,2184480,9785699322855,Емец Д.,,2009,0,Эксмо,352,Гладиатор забытых созвездий,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 2.1,,Не указана,https://img-gorod.ru/upload/iblock/414/414f40a8f09d7b89343aa9c3bc84e70f.jpg
360,447382,2362619,9785699628179,Емец Д.,12+,2013,0,Эксмо,336,Король хитрости,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4100,21.5 x 14.2 x 2.4,,Не указана,https://img-gorod.ru/upload/iblock/7a4/7a471bbb447e15a453d07160a23bf66a.jpg
361,454359,2365991,9785699640584,Емец Д.,12+,2013,0,Эксмо,320,Колесница призраков,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4100,21.5 x 14 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/cea/ceabe219a9feda601cd3c20a82aa67c1.jpg
362,463684,2374326,9785699656493,Емец Д.,12+,2013,0,Эксмо,608,"Тайна ""Звездного странника"". Сердце пирата. Гладиатор забытых созвездий. Пират против всей Галактики",,,0,Фантастическая коллекция для школьников,Твердая бумажная,4000,21.5 x 17 x 2.7,,Не указана,https://img-gorod.ru/upload/iblock/6fa/6fad7ca8c36df366f085995ec0a27644.jpg
363,469357,2379425,9785699663033,Емец Д.,12+,2013,0,Эксмо,576,Мутантики. Королева мутантиков. Сокровища мутантиков,,,0,Фантастическая коллекция для школьников,Твердая бумажная,4000,21.5 x 16.5 x 2.5,,328,https://img-gorod.ru/upload/iblock/02b/02b270b7327c94541580a9929d697c5d.jpg
364,470811,2377885,9785699663637,Емец Д.,12+,2013,1,Эксмо,384,Муравьиный лабиринт,,Суворова Т.,5,Школа ныряльщиков (Шныр),Твердая бумажная,10000,20.6 x 13.2 x 2.7,,Не указана,https://img-gorod.ru/upload/iblock/1ac/1ac8328b577b618b8114a62393272bbe.jpg
365,481079,2383184,9785699672547,Емец Д.,12+,2013,1,Эксмо,576,Планета Черного Императора. Месть мертвого Императора. Повелители галактик,,,5,Фантастическая коллекция для школьников,Твердая бумажная,4000,21.5 x 16.5 x 3.2,,Не указана,https://img-gorod.ru/upload/iblock/bc6/bc60447ac4d67ea8f949747a3b726c62.jpg
366,487895,2385047,9785699674404,Емец Д.,12+,2013,0,Эксмо,288,Галактический зверинец,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,4000,22 x 14.7 x 2,,217,https://img-gorod.ru/upload/iblock/3c4/3c4793d43ea2880de251a538d9a067a3.jpg
367,537999,1902874,9785699057351,Емец Д.,,2004,0,Эксмо-Пресс,416,Таня Гроттер и ботинки кентавра,,,0,Таня Гроттер,Твердая бумажная,,20.7 x 13.5 x 2.6,,Не указана,https://img-gorod.ru/upload/iblock/0da/0da8552ad6ae4050504d251b10330745.jpg
368,638421,2394358,9785699679065,Емец Д.,12+,2013,0,Эксмо,336,Звездолет из каменного века,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,22 x 14.5 x 2.5,,Не указана,https://img-gorod.ru/upload/iblock/86c/86cb49b28aeb6313c4123a5392135804.jpg
369,686314,2395759,9785699685202,Емец Д.,12+,2014,0,Эксмо,384,Мефодий Буслаев. Ладья света,,,0,Мефодий Буслаев,Твердая глянцевая,20000,20.8 x 13 x 3,,Не указана,https://img-gorod.ru/upload/iblock/a53/a5330609bab70678c6e3053dad620d15.jpg
370,693263,2176012,9785699311965,Емец Д.,,2008,0,Эксмо,352,С Новым годом снеговик,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 1.8,,Не указана,https://img-gorod.ru/upload/iblock/9f4/9f42c938f13dc1fffaa5551d8d4f5893.jpg
371,694068,2399059,9785699654031,Емец Д.,6+,2013,0,Эксмо,,Новый год с дракончиком Пыхалкой. 4 пазла в книге,,,0,Книга с пазлами,Картон,5000,26.4 x 20 x 1.4,Тимофеева В.,372,https://img-gorod.ru/upload/iblock/73d/73d8e5917cd11fe876326ae5a27cdc44.jpg
372,706753,2400311,9785699697427,Емец Д.,6+,2014,0,Эксмо,240,Юный граф Дракула,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,5000,22 x 14 x 2,,Не указана,https://img-gorod.ru/upload/iblock/403/4038e7e6e51c875d9b14576fb0956935.jpg
373,713022,2403729,9785699697441,Емец Д.,6+,2014,0,Эксмо,256,НЛО прибывает по расписанию,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3500,22 x 14.3 x 1.9,,211,https://img-gorod.ru/upload/iblock/124/12443ec161415393021f17998bf3437d.jpg
374,732658,2412010,9785699705757,Емец Д.,6+,2014,0,Эксмо,320,"Тайна ""Звездного странника"". Приключения школьника Андрея и робота-няньки Баюна!",,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.5 x 14.5 x 3,,Не указана,https://img-gorod.ru/upload/iblock/ecd/ecd933e4e1dcb1bd823101bbb01a5f34.jpg
375,735622,2414038,9785699680160,Емец Д.,6+,2014,0,Эксмо,288,Кусалки. Приключения забавных человечков,,,0,Дмитрий Емец иллюстрированные книги для детей,Твердая глянцевая,5000,26 x 20 x 2,Тимофеева Виктория,493,https://img-gorod.ru/upload/iblock/09b/09bb5d31ac75bb92ea7f4e545a5c61fe.jpg
376,743504,2417699,9785699724802,Емец Д.,6+,2014,0,Эксмо,320,Сердце пирата. Приключения школьника Андрея и робота-няньки Баюна!,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.8 x 14.2 x 2.15,,Не указана,https://img-gorod.ru/upload/iblock/6ef/6ef122e7bd364773896d1d87c7fc77ad.jpg
377,747100,2420312,9785699716548,Емец Д.,16+,2014,2,Эксмо,352,Череп со стрелой,,,5,Школа ныряльщиков (Шныр),Твердая бумажная,10000,20.5 x 13 x 2,,303,https://img-gorod.ru/upload/iblock/d9f/d9f4288a8e72834cf17eb1d95487fbaa.jpg
378,752084,2423581,9785699728794,Емец Д.,12+,2014,0,Эксмо,320,Гладиатор забытых созвездий. Приключения школьника Андрея и робота-няньки Баюна!,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3100,21.7 x 14.2 x 2.15,,242,https://img-gorod.ru/upload/iblock/b7e/b7e797e5284f0c63bf2841f84009d04e.jpg
379,754237,2151253,9785699259359,Емец Д.,,2008,0,Эксмо,320,Мальчик-вамп,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,21 x 13 x 2.2,,Не указана,https://img-gorod.ru/upload/iblock/883/883a3c21b8e12b619bdf3127382a3b0f.jpg
380,754275,2162430,9785699278114,Емец Д.,,2008,0,Эксмо,384,Таня Гроттер и Золотая Пиявка,,,0,Таня Гроттер,Твердая глянцевая,,,,Не указана,https://img-gorod.ru/upload/iblock/016/016400116be993c81e3747d2b3e18b5a.jpg
381,754276,2162444,9785699278152,Емец Д.,,2008,0,Эксмо,416,Таня Гроттер и посох волхвов,,,0,Таня Гроттер,Твердая глянцевая,,,,Не указана,https://img-gorod.ru/upload/iblock/c4a/c4a53ebbee0108582229249b22e762f7.jpg
382,754318,2174013,9785699297108,Емец Д.,,2008,0,Эксмо,416,Таня Гроттер и Исчезающий Этаж,,,0,Таня Гроттер,Твердая глянцевая,,,,Не указана,https://img-gorod.ru/upload/iblock/2d0/2d094253da5d73f8b88c4cc278e0e501.jpg
383,754346,2181729,9785699311965,Емец Д.,,2008,0,Эксмо,320,Сердце пирата,,,0,Волшебные миры Дмитрия Емца,Мягкая бумажная,,20 x 12.5 x 2,,Не указана,https://img-gorod.ru/upload/iblock/5a0/5a0ebd6ea5d4f78c6aebeee8c81c94c9.jpg
384,761331,2428941,9785699737765,Емец Д.,12+,2014,0,Эксмо,288,Пират против всей галактики. Приключения школьника Андрея и робота-няньки Баюна!,,Суворова Т.,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,22 x 14.4 x 2,,234,https://img-gorod.ru/upload/iblock/381/381c265e52cb60d2979f21102e2f3b17.jpg
385,768211,2433258,9785699745845,Емец Д.,12+,2014,0,Эксмо,352,Мутантики,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.8 x 14.3 x 2.2,,242,https://img-gorod.ru/upload/iblock/1e4/1e4947501d55cd77aade81463d68851b.jpg
386,770141,2435118,9785699755608,Емец Д.,12+,2014,0,Эксмо,320,Королева мутантиков,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.8 x 14.3 x 2.25,,251,https://img-gorod.ru/upload/iblock/f4a/f4a10677070bad6e100198ddbdbc68c9.jpg
387,776541,2440918,9785699742486,Емец Д.,12+,2014,0,Эксмо,320,Сокровища мутантиков,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.8 x 14.5 x 2,,254,https://img-gorod.ru/upload/iblock/df5/df57c6e4100a4abab1d2d3697fffa853.jpg
388,782786,2141544,9785699241910,Емец Д.,,2007,0,Эксмо,320,Город динозавров,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.7 x 13.3 x 2,,Не указана,https://img-gorod.ru/upload/iblock/6fb/6fb74135ad446d41cf0b08b4399ac98e.jpg
389,793991,2161202,9785699279258,Емец Д.,,2008,0,Эксмо,352,Инопланетянин из бутылки,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.5 x 13.5 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/6cc/6cc1eb1fe2abfc1e0a1d35e6a960f899.jpg
390,809449,2453534,9785699742493,Емец Д.,12+,2015,0,Эксмо,352,Планета Черного Императора,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.9 x 14.3 x 2.3,,242,https://img-gorod.ru/upload/iblock/0e3/0e332a98a2bbfc4d65321b1366612e37.jpg
391,810107,2144255,9785699248667,Емец Д.,,2007,0,Эксмо,304,Пришельцы из холодильника,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.8 x 13.5 x 2,,Не указана,https://img-gorod.ru/upload/iblock/e24/e24a403d48b6017417e79231cbe6a0b9.jpg
392,814676,2456831,9785699742509,Емец Д.,12+,2015,0,Эксмо,352,Месть мертвого императора,,,0,Веселые каникулы. Повести для школьников,Твердая бумажная,3000,21.8 x 14.3 x 2.3,,251,https://img-gorod.ru/upload/iblock/93a/93abefbab2bf69cfd6e7c796c5522bfa.jpg
393,815445,2457125,9785699773848,Емец Д.,16+,2015,1,Эксмо,448,Мефодий Буслаев. Ошибка грифона,,,5,Мефодий Буслаев,Твердая глянцевая,18000,20.6 x 13.2 x 2.8,,319,https://img-gorod.ru/upload/iblock/e96/e96b073a5f5ebeee5a4ef4d88511da29.jpg
394,820951,2115345,5699185739,Емец Д.,,2007,0,Эксмо,352,Королева мутантиков,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.6 x 13.6 x 2.4,,133,https://img-gorod.ru/upload/iblock/b2f/b2f6385b5036dc281bc2c6393c104d68.jpg
395,826834,2159176,9785699271627,Емец Д.,,2008,0,Эксмо,320,Король хитрости,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.5 x 13.5 x 2.3,,Не указана,https://img-gorod.ru/upload/iblock/c32/c322bdef6fd11e02ea7b49ca021e3d54.jpg
396,833825,2468830,9785699807925,Емец Д.,6+,2015,1,Эксмо,256,Бунт пупсиков,,,5,Моя большая семья,Твердая бумажная,5000,21.7 x 17 x 2,,234,https://img-gorod.ru/upload/iblock/45e/45eb502d8dbff518a781f33f4b5f50d5.jpg
397,833826,2468831,9785699799220,Емец Д.,6+,2015,0,Эксмо,256,Бунт пупсиков,,,0,Моя большая семья,Твердая бумажная,4000,21.7 x 17 x 2,,234,https://img-gorod.ru/upload/iblock/53e/53e1523e44626cedcf6567df78c7f63a.jpg
398,841682,2144860,9785699251636,Емец Д.,,2008,0,Эксмо,320,Галактический зверинец Повесть,,,0,Волшебные миры Дмитрия Емца,Твердая бумажная,,20.7 x 13.5 x 2.1,,Не указана,https://img-gorod.ru/upload/iblock/816/816f24d572cd6170d2da23b4d55bdcc2.jpg
399,848555,2477910,9785699816286,Емец Д.,6+,2015,0,Эксмо,352,Заступники земли русской. Роман,,,0,Заступники земли русской,Твердая бумажная,5000,21.6 x 17 x 2.5,,311,https://img-gorod.ru/upload/iblock/9a0/9a02ed966c32539d0935a4e643d08806.jpg
400,850903,2479506,9785699819669,Емец Д.,16+,2015,1,Эксмо,384,Глоток огня,,,5,Школа ныряльщиков (Шныр),Твердая бумажная,7000,20.6 x 13 x 2.3,,323,https://img-gorod.ru/upload/iblock/34a/34a6b9a0ee87c80fce6af104e7052493.jpg
401,854712,1897635,5699049134,Емец Д.,,2004,0,Эксмо-Пресс,320,НЛО прибывает по расписанию,,,0,От создателя Тани Гроттер,Твердая глянцевая,11000,20.5 x 13 x 2,,Не указана,https://img-gorod.ru/upload/iblock/ca6/ca6c9b07a2dfef3f5f64535a908727f8.jpg
